csv_date,hour,sky_condition,temp,precipitation
04/01/2012,11,4,44,0.03
04/01/2012,12,3,45,0.01
04/01/2012,13,3,47,  T
04/01/2012,14,4,47,  T
04/01/2012,15,3,50,  T
04/01/2012,16,1,50, 
04/01/2012,17,3,49, 
04/01/2012,18,3,47, 
04/01/2012,19,4,46,  T
04/01/2012,20,3,44, 
04/01/2012,21,3,44, 
04/01/2012,22,1,43, 
04/01/2012,23,4,43, 
04/02/2012,00,3,43, 
04/02/2012,01,4,43, 
04/02/2012,02,4,43, 
04/02/2012,03,4,42, 
04/02/2012,04,3,41, 
04/02/2012,05,3,41, 
04/02/2012,06,3,41, 
04/02/2012,07,3,44, 
04/02/2012,08,3,47, 
04/02/2012,09,3,49, 
04/02/2012,10,3,53, 
04/02/2012,11,2,56, 
04/02/2012,12,2,57, 
04/02/2012,13,1,59, 
04/02/2012,14,3,59, 
04/02/2012,15,3,59, 
04/02/2012,16,3,60, 
04/02/2012,17,3,58, 
04/02/2012,18,3,56, 
04/02/2012,19,3,54, 
04/02/2012,20,3,53, 
04/02/2012,21,3,52, 
04/02/2012,22,3,53, 
04/02/2012,23,3,52, 
04/03/2012,00,4,52, 
04/03/2012,01,4,50, 
04/03/2012,02,3,48, 
04/03/2012,03,3,48, 
04/03/2012,04,3,49, 
04/03/2012,05,3,48, 
04/03/2012,06,4,48,0.04
04/03/2012,07,4,49,0.03
04/03/2012,08,4,49,0.02
04/03/2012,09,4,44,0.04
04/03/2012,10,4,44,0.05
04/03/2012,11,4,45,0.03
04/03/2012,12,4,46,0.01
04/03/2012,13,4,46,  T
04/03/2012,14,3,49, 
04/03/2012,15,3,48, 
04/03/2012,16,3,48, 
04/03/2012,17,3,47,0.02
04/03/2012,18,3,45, 
04/03/2012,19,3,45, 
04/03/2012,20,3,45,  T
04/03/2012,21,4,44, 
04/03/2012,22,4,42, 
04/03/2012,23,3,41, 
04/04/2012,00,4,42, 
04/04/2012,01,4,41, 
04/04/2012,02,4,41, 
04/04/2012,03,4,41, 
04/04/2012,04,4,41, 
04/04/2012,05,4,42, 
04/04/2012,06,4,42,0.01
04/04/2012,07,4,42,0.05
04/04/2012,08,4,43,0.02
04/04/2012,09,4,42,0.01
04/04/2012,10,4,42,0.01
04/04/2012,11,4,43,  T
04/04/2012,12,4,45,0.01
04/04/2012,13,3,48,  T
04/04/2012,14,4,49,0.03
04/04/2012,15,3,48, 
04/04/2012,16,3,48, 
04/04/2012,17,3,46,0.01
04/04/2012,18,3,46,  T
04/04/2012,19,3,43,  T
04/04/2012,20,3,43,  T
04/04/2012,21,3,42,  T
04/04/2012,22,4,41,0.03
04/04/2012,23,4,41,  T
04/05/2012,00,4,41, 
04/05/2012,01,4,41, 
04/05/2012,02,4,41,0.06
04/05/2012,03,4,39,0.09
04/05/2012,04,4,39,0.03
04/05/2012,05,4,39,0.01
04/05/2012,06,4,39, 
04/05/2012,07,4,39,  T
04/05/2012,08,4,40,0.02
04/05/2012,09,4,41, 
04/05/2012,10,4,45, 
04/05/2012,11,3,47, 
04/05/2012,12,4,46,  T
04/05/2012,13,3,47, 
04/05/2012,14,1,47, 
04/05/2012,15,1,45,0.03
04/05/2012,16,3,46, 
04/05/2012,17,3,46,  T
04/05/2012,18,3,44, 
04/05/2012,19,3,44, 
04/05/2012,20,4,41,0.08
04/05/2012,21,4,41,  T
04/05/2012,22,3,40, 
04/05/2012,23,3,39, 
04/06/2012,00,4,39, 
04/06/2012,01,4,39, 
04/06/2012,02,4,40, 
04/06/2012,03,4,40, 
04/06/2012,04,4,40, 
04/06/2012,05,4,40, 
04/06/2012,06,4,40,  T
04/06/2012,07,4,42, 
04/06/2012,08,4,44, 
04/06/2012,09,3,46, 
04/06/2012,10,3,48, 
04/06/2012,11,3,50, 
04/06/2012,12,3,51, 
04/06/2012,13,3,50,  T
04/06/2012,14,3,50, 
04/06/2012,15,3,49, 
04/06/2012,16,1,51,  T
04/06/2012,17,1,49, 
04/06/2012,18,1,47, 
04/06/2012,19,2,45, 
04/06/2012,20,2,42, 
04/06/2012,21,2,41, 
04/06/2012,22,0,41, 
04/06/2012,23,0,38, 
04/07/2012,00,2,38, 
04/07/2012,01,2,35, 
04/07/2012,02,1,34, 
04/07/2012,03,1,32, 
04/07/2012,04,3,32, 
04/07/2012,05,3,33, 
04/07/2012,06,3,34, 
04/07/2012,07,3,36, 
04/07/2012,08,2,41, 
04/07/2012,09,2,47, 
04/07/2012,10,2,52, 
04/07/2012,11,2,57, 
04/07/2012,12,1,60, 
04/07/2012,13,3,61, 
04/07/2012,14,3,62, 
04/07/2012,15,3,62, 
04/07/2012,16,4,61, 
04/07/2012,17,4,58, 
04/07/2012,18,4,57, 
04/07/2012,19,4,56, 
04/07/2012,20,4,56, 
04/07/2012,21,4,54, 
04/07/2012,22,3,53, 
04/07/2012,23,1,52, 
04/08/2012,00,2,52, 
04/08/2012,01,1,52, 
04/08/2012,02,3,51, 
04/08/2012,03,3,51, 
04/08/2012,04,3,53, 
04/08/2012,05,3,52, 
04/08/2012,06,4,51, 
04/08/2012,07,4,55, 
04/08/2012,08,4,57, 
04/08/2012,09,4,60, 
04/08/2012,10,3,63, 
04/08/2012,11,1,65, 
04/08/2012,12,3,66, 
04/08/2012,13,3,68, 
04/08/2012,14,3,66, 
04/08/2012,15,3,66, 
04/08/2012,16,3,65, 
04/08/2012,17,3,63, 
04/08/2012,18,3,62, 
04/08/2012,19,4,61, 
04/08/2012,20,4,57, 
04/08/2012,21,4,57, 
04/08/2012,22,4,54, 
04/08/2012,23,3,51, 
04/09/2012,00,3,54, 
04/09/2012,01,3,51, 
04/09/2012,02,3,49, 
04/09/2012,03,3,47, 
04/09/2012,04,3,45, 
04/09/2012,05,3,47, 
04/09/2012,06,1,48, 
04/09/2012,07,1,51, 
04/09/2012,08,3,54, 
04/09/2012,09,3,56, 
04/09/2012,10,4,57, 
04/09/2012,11,4,60, 
04/09/2012,12,3,63, 
04/09/2012,13,3,65, 
04/09/2012,14,1,66, 
04/09/2012,15,4,64, 
04/09/2012,16,4,64, 
04/09/2012,17,4,64, 
04/09/2012,18,1,61, 
04/09/2012,19,3,58, 
04/09/2012,20,3,56, 
04/09/2012,21,3,54, 
04/09/2012,22,3,51, 
04/09/2012,23,4,50, 
04/10/2012,00,4,50, 
04/10/2012,01,4,50, 
04/10/2012,02,4,49, 
04/10/2012,03,4,48, 
04/10/2012,04,4,49, 
04/10/2012,05,4,50, 
04/10/2012,06,4,51, 
04/10/2012,07,3,53, 
04/10/2012,08,3,55, 
04/10/2012,09,3,58, 
04/10/2012,10,3,60, 
04/10/2012,11,3,63, 
04/10/2012,12,4,65, 
04/10/2012,13,4,65, 
04/10/2012,14,4,65,  T
04/10/2012,15,3,64, 
04/10/2012,16,4,63,  T
04/10/2012,17,4,58,0.01
04/10/2012,18,4,54,  T
04/10/2012,19,4,54,0.01
04/10/2012,20,4,54,  T
04/10/2012,21,4,54, 
04/10/2012,22,4,53, 
04/10/2012,23,4,53, 
04/11/2012,00,4,53, 
04/11/2012,01,4,52, 
04/11/2012,02,4,51, 
04/11/2012,03,4,50, 
04/11/2012,04,4,50,  T
04/11/2012,05,4,50,0.01
04/11/2012,06,4,50,0.05
04/11/2012,07,4,51,0.03
04/11/2012,08,4,51,0.02
04/11/2012,09,4,53,0.05
04/11/2012,10,4,54,  T
04/11/2012,11,4,54,0.02
04/11/2012,12,4,54,  T
04/11/2012,13,4,55,  T
04/11/2012,14,4,53,0.02
04/11/2012,15,4,50,0.18
04/11/2012,16,4,52, 
04/11/2012,17,4,52,  T
04/11/2012,18,3,50,0.02
04/11/2012,19,3,49, 
04/11/2012,20,3,48, 
04/11/2012,21,4,48,0.05
04/11/2012,22,4,47,0.01
04/11/2012,23,3,47,0.02
04/12/2012,00,4,46, 
04/12/2012,01,4,47,  T
04/12/2012,02,2,45, 
04/12/2012,03,2,43, 
04/12/2012,04,3,44, 
04/12/2012,05,3,45, 
04/12/2012,06,4,46,  T
04/12/2012,07,4,48,  T
04/12/2012,08,1,51, 
04/12/2012,09,3,52, 
04/12/2012,10,3,54, 
04/12/2012,11,3,58, 
04/12/2012,12,3,57, 
04/12/2012,13,3,58, 
04/12/2012,14,1,57, 
04/12/2012,15,3,57, 
04/12/2012,16,3,56, 
04/12/2012,17,3,53, 
04/12/2012,18,1,48, 
04/12/2012,19,3,47, 
04/12/2012,20,4,48, 
04/12/2012,21,3,46, 
04/12/2012,22,1,45, 
04/12/2012,23,2,44, 
04/13/2012,00,1,42, 
04/13/2012,01,1,41, 
04/13/2012,02,3,41, 
04/13/2012,03,3,41, 
04/13/2012,04,1,41, 
04/13/2012,05,4,41, 
04/13/2012,06,3,44, 
04/13/2012,07,3,45, 
04/13/2012,08,3,47, 
04/13/2012,09,3,50, 
04/13/2012,10,3,53, 
04/13/2012,11,3,55, 
04/13/2012,12,3,56, 
04/13/2012,13,3,59, 
04/13/2012,14,3,61, 
04/13/2012,15,3,63, 
04/13/2012,16,3,60, 
04/13/2012,17,4,56, 
04/13/2012,18,3,54,  T
04/13/2012,19,3,54,  T
04/13/2012,20,2,50, 
04/13/2012,21,1,48, 
04/13/2012,22,2,47, 
04/13/2012,23,0,47, 
04/14/2012,00,2,47, 
04/14/2012,01,0,45, 
04/14/2012,02,2,43, 
04/14/2012,03,2,41, 
04/14/2012,04,1,41, 
04/14/2012,05,2,42, 
04/14/2012,06,4,45, 
04/14/2012,07,4,46, 
04/14/2012,08,4,47, 
04/14/2012,09,3,49, 
04/14/2012,10,4,51, 
04/14/2012,11,1,55, 
04/14/2012,12,1,57, 
04/14/2012,13,3,59, 
04/14/2012,14,3,61, 
04/14/2012,15,3,62, 
04/14/2012,16,1,62, 
04/14/2012,17,1,60, 
04/14/2012,18,1,58, 
04/14/2012,19,2,54, 
04/14/2012,20,2,52, 
04/14/2012,21,2,50, 
04/14/2012,22,3,48, 
04/14/2012,23,3,47, 
04/15/2012,00,3,47, 
04/15/2012,01,3,46, 
04/15/2012,02,3,44, 
04/15/2012,03,4,46, 
04/15/2012,04,3,45, 
04/15/2012,05,3,45, 
04/15/2012,06,3,45, 
04/15/2012,07,1,48, 
04/15/2012,08,4,51, 
04/15/2012,09,4,53, 
04/15/2012,10,4,56, 
04/15/2012,11,4,59, 
04/15/2012,12,4,60, 
04/15/2012,13,4,63, 
04/15/2012,14,3,65, 
04/15/2012,15,3,64, 
04/15/2012,16,3,65, 
04/15/2012,17,4,63, 
04/15/2012,18,4,62, 
04/15/2012,19,4,58,  T
04/15/2012,20,4,56,  T
04/15/2012,21,4,55,0.01
04/15/2012,22,4,52,0.04
04/15/2012,23,4,51,0.07
04/16/2012,00,4,51,0.06
04/16/2012,01,4,51,0.04
04/16/2012,02,4,51,0.07
04/16/2012,03,4,51,0.07
04/16/2012,04,4,51,0.01
04/16/2012,05,4,54,0.03
04/16/2012,06,4,54,0.05
04/16/2012,07,4,54,0.07
04/16/2012,08,3,56,  T
04/16/2012,09,4,56, 
04/16/2012,10,4,58, 
04/16/2012,11,4,58,  T
04/16/2012,12,3,61, 
04/16/2012,13,3,59,  T
04/16/2012,14,3,59, 
04/16/2012,15,3,59, 
04/16/2012,16,3,58, 
04/16/2012,17,3,55, 
04/16/2012,18,1,54, 
04/16/2012,19,1,52, 
04/16/2012,20,1,50, 
04/16/2012,21,3,49, 
04/16/2012,22,1,48, 
04/16/2012,23,2,46, 
04/17/2012,00,2,43, 
04/17/2012,01,3,44, 
04/17/2012,02,3,42, 
04/17/2012,03,1,42, 
04/17/2012,04,1,41, 
04/17/2012,05,3,41, 
04/17/2012,06,3,42, 
04/17/2012,07,3,43, 
04/17/2012,08,4,45, 
04/17/2012,09,4,46, 
04/17/2012,10,4,47, 
04/17/2012,11,4,49, 
04/17/2012,12,4,50,  T
04/17/2012,13,4,50,0.01
04/17/2012,14,4,51,  T
04/17/2012,15,4,51,0.01
04/17/2012,16,3,50,  T
04/17/2012,17,4,50, 
04/17/2012,18,4,50, 
04/17/2012,19,4,49, 
04/17/2012,20,4,48,0.02
04/17/2012,21,4,47,0.03
04/17/2012,22,4,48,0.01
04/17/2012,23,4,48,0.07
04/18/2012,00,4,47,0.01
04/18/2012,01,4,47,0.01
04/18/2012,02,4,46, 
04/18/2012,03,4,47,  T
04/18/2012,04,4,48,  T
04/18/2012,05,3,48,0.01
04/18/2012,06,3,50, 
04/18/2012,07,3,50, 
04/18/2012,08,3,51, 
04/18/2012,09,4,53, 
04/18/2012,10,4,54, 
04/18/2012,11,4,53,  T
04/18/2012,12,3,55, 
04/18/2012,13,3,54,  T
04/18/2012,14,3,57, 
04/18/2012,15,3,59, 
04/18/2012,16,3,58, 
04/18/2012,17,3,56, 
04/18/2012,18,3,54, 
04/18/2012,19,3,50, 
04/18/2012,20,3,51, 
04/18/2012,21,3,50, 
04/18/2012,22,1,48, 
04/18/2012,23,3,48, 
04/19/2012,00,4,48, 
04/19/2012,01,4,46, 
04/19/2012,02,4,44, 
04/19/2012,03,4,45, 
04/19/2012,04,3,45, 
04/19/2012,05,4,46, 
04/19/2012,06,4,47,  T
04/19/2012,07,4,46,0.04
04/19/2012,08,4,46,0.04
04/19/2012,09,4,47,0.07
04/19/2012,10,4,48,0.05
04/19/2012,11,4,49,0.01
04/19/2012,12,4,50,0.03
04/19/2012,13,4,51,0.05
04/19/2012,14,4,51,0.15
04/19/2012,15,4,52,0.03
04/19/2012,16,4,53,0.01
04/19/2012,17,4,53,0.01
04/19/2012,18,4,55,  T
04/19/2012,19,4,58, 
04/19/2012,20,1,57, 
04/19/2012,21,3,57, 
04/19/2012,22,1,56, 
04/19/2012,23,3,55, 
04/20/2012,00,3,55, 
04/20/2012,01,3,55, 
04/20/2012,02,3,56, 
04/20/2012,03,4,55, 
04/20/2012,04,4,55, 
04/20/2012,05,4,55, 
04/20/2012,06,4,53, 
04/20/2012,07,4,50,0.02
04/20/2012,08,4,51,0.01
04/20/2012,09,4,53, 
04/20/2012,10,4,52, 
04/20/2012,11,4,54, 
04/20/2012,12,4,55, 
04/20/2012,13,4,57, 
04/20/2012,14,4,57, 
04/20/2012,15,4,57,  T
04/20/2012,16,3,57, 
04/20/2012,17,3,55, 
04/20/2012,18,3,53, 
04/20/2012,19,4,53, 
04/20/2012,20,2,52, 
04/20/2012,21,2,49, 
04/20/2012,22,1,49, 
04/20/2012,23,2,48, 
04/21/2012,00,2,47, 
04/21/2012,01,3,47, 
04/21/2012,02,4,47, 
04/21/2012,03,4,48, 
04/21/2012,04,4,48, 
04/21/2012,05,4,48, 
04/21/2012,06,4,48, 
04/21/2012,07,4,48, 
04/21/2012,08,4,50, 
04/21/2012,09,4,52, 
04/21/2012,10,2,57, 
04/21/2012,11,2,61, 
04/21/2012,12,0,65, 
04/21/2012,13,1,69, 
04/21/2012,14,1,72, 
04/21/2012,15,1,74, 
04/21/2012,16,2,75, 
04/21/2012,17,1,75, 
04/21/2012,18,1,69, 
04/21/2012,19,1,65, 
04/21/2012,20,1,56, 
04/21/2012,21,3,59, 
04/21/2012,22,1,58, 
04/21/2012,23,3,55, 
04/22/2012,00,3,57, 
04/22/2012,01,3,57, 
04/22/2012,02,1,53, 
04/22/2012,03,2,52, 
04/22/2012,04,2,50, 
04/22/2012,05,2,50, 
04/22/2012,06,2,54, 
04/22/2012,07,0,57, 
04/22/2012,08,0,61, 
04/22/2012,09,0,65, 
04/22/2012,10,0,69, 
04/22/2012,11,0,72, 
04/22/2012,12,0,75, 
04/22/2012,13,2,78, 
04/22/2012,14,1,80, 
04/22/2012,15,1,82, 
04/22/2012,16,3,82, 
04/22/2012,17,3,78, 
04/22/2012,18,3,75, 
04/22/2012,19,3,69, 
04/22/2012,20,3,69, 
04/22/2012,21,1,64, 
04/22/2012,22,0,62, 
04/22/2012,23,1,61, 
04/23/2012,00,3,61, 
04/23/2012,01,3,59, 
04/23/2012,02,3,58, 
04/23/2012,03,1,56, 
04/23/2012,04,3,56, 
04/23/2012,05,3,56, 
04/23/2012,06,1,58, 
04/23/2012,07,1,61, 
04/23/2012,08,3,63, 
04/23/2012,09,1,68, 
04/23/2012,10,1,71, 
04/23/2012,11,1,74, 
04/23/2012,12,1,77, 
04/23/2012,13,1,79, 
04/23/2012,14,1,81, 
04/23/2012,15,1,81, 
04/23/2012,16,1,79, 
04/23/2012,17,3,77, 
04/23/2012,18,4,73, 
04/23/2012,19,4,69, 
04/23/2012,20,4,66, 
04/23/2012,21,4,64, 
04/23/2012,22,4,63, 
04/23/2012,23,3,62, 
04/24/2012,00,4,61, 
04/24/2012,01,4,59, 
04/24/2012,02,4,58, 
04/24/2012,03,4,57, 
04/24/2012,04,4,56, 
04/24/2012,05,4,56, 
04/24/2012,06,4,56, 
04/24/2012,07,4,57, 
04/24/2012,08,4,57, 
04/24/2012,09,4,57, 
04/24/2012,10,3,60, 
04/24/2012,11,4,62, 
04/24/2012,12,4,62, 
04/24/2012,13,4,63, 
04/24/2012,14,4,60,  T
04/24/2012,15,4,61,  T
04/24/2012,16,4,60,0.10
04/24/2012,17,3,62, 
04/24/2012,18,3,61, 
04/24/2012,19,3,61, 
04/24/2012,20,3,60, 
04/24/2012,21,4,60, 
04/24/2012,22,4,60,  T
04/24/2012,23,4,59, 
04/25/2012,00,4,59, 
04/25/2012,01,4,59, 
04/25/2012,02,3,58, 
04/25/2012,03,4,58, 
04/25/2012,04,4,58, 
04/25/2012,05,4,58, 
04/25/2012,06,4,56,0.02
04/25/2012,07,4,57,0.01
04/25/2012,08,4,59,  T
04/25/2012,09,4,59,  T
04/25/2012,10,3,62,  T
04/25/2012,11,4,62, 
04/25/2012,12,3,64, 
04/25/2012,13,3,66, 
04/25/2012,14,3,65, 
04/25/2012,15,3,65, 
04/25/2012,16,4,64, 
04/25/2012,17,4,62, 
04/25/2012,18,4,58,  T
04/25/2012,19,4,58,  T
04/25/2012,20,4,55,0.02
04/25/2012,21,4,54,0.01
04/25/2012,22,4,53,0.02
04/25/2012,23,4,52,0.03
04/26/2012,00,4,52,0.03
04/26/2012,01,4,51,0.05
04/26/2012,02,4,51,0.04
04/26/2012,03,4,51,0.06
04/26/2012,04,4,51,0.02
04/26/2012,05,3,51,0.02
04/26/2012,06,4,51,  T
04/26/2012,07,3,51, 
04/26/2012,08,3,52, 
04/26/2012,09,1,55, 
04/26/2012,10,3,51,  T
04/26/2012,11,3,55, 
04/26/2012,12,3,56,  T
04/26/2012,13,3,57,0.01
04/26/2012,14,3,54,  T
04/26/2012,15,4,50,0.01
04/26/2012,16,3,52,0.01
04/26/2012,17,4,50,0.01
04/26/2012,18,3,49,  T
04/26/2012,19,3,48, 
04/26/2012,20,3,47,  T
04/26/2012,21,3,47,  T
04/26/2012,22,1,46,0.01
04/26/2012,23,3,46, 
04/27/2012,00,2,44, 
04/27/2012,01,1,45, 
04/27/2012,02,2,44, 
04/27/2012,03,1,42, 
04/27/2012,04,3,43, 
04/27/2012,05,4,45, 
04/27/2012,06,3,47, 
04/27/2012,07,3,49, 
04/27/2012,08,4,50, 
04/27/2012,09,3,53, 
04/27/2012,10,4,53,  T
04/27/2012,11,4,51,  T
04/27/2012,12,4,53,0.01
04/27/2012,13,4,57,  T
04/27/2012,14,4,56, 
04/27/2012,15,3,56, 
04/27/2012,16,4,57, 
04/27/2012,17,4,53,  T
04/27/2012,18,4,52,  T
04/27/2012,19,4,51,  T
04/27/2012,20,4,50,0.01
04/27/2012,21,4,50,  T
04/27/2012,22,4,49,  T
04/27/2012,23,4,49, 
04/28/2012,00,4,49,  T
04/28/2012,01,4,49,  T
04/28/2012,02,4,49,  T
04/28/2012,03,4,49,  T
04/28/2012,04,4,49, 
04/28/2012,05,4,49,  T
04/28/2012,06,4,49,  T
04/28/2012,07,4,51, 
04/28/2012,08,3,53, 
04/28/2012,09,3,55, 
04/28/2012,10,3,56, 
04/28/2012,11,3,58, 
04/28/2012,12,3,60, 
04/28/2012,13,3,61, 
04/28/2012,14,3,63, 
04/28/2012,15,3,64, 
04/28/2012,16,3,63, 
04/28/2012,17,3,61, 
04/28/2012,18,3,60, 
04/28/2012,19,3,59, 
04/28/2012,20,4,58, 
04/28/2012,21,4,59, 
04/28/2012,22,4,57, 
04/28/2012,23,4,56, 
04/29/2012,00,3,55, 
04/29/2012,01,3,54, 
04/29/2012,02,4,53, 
04/29/2012,03,4,54, 
04/29/2012,04,4,53, 
04/29/2012,05,4,53, 
04/29/2012,06,4,54, 
04/29/2012,07,4,55, 
04/29/2012,08,4,57, 
04/29/2012,09,4,59, 
04/29/2012,10,3,61, 
04/29/2012,11,3,62, 
04/29/2012,12,3,62, 
04/29/2012,13,3,63, 
04/29/2012,14,3,65, 
04/29/2012,15,3,64, 
04/29/2012,16,4,63, 
04/29/2012,17,4,64, 
04/29/2012,18,4,63, 
04/29/2012,19,4,63, 
04/29/2012,20,4,60, 
04/29/2012,21,4,59,  T
04/29/2012,22,4,55,0.03
04/29/2012,23,4,52,0.06
04/30/2012,00,4,50,0.05
04/30/2012,01,4,51,0.03
04/30/2012,02,4,50,  T
04/30/2012,03,4,51,0.01
04/30/2012,04,4,51, 
04/30/2012,05,4,52,  T
04/30/2012,06,4,52,  T
04/30/2012,07,4,53,  T
04/30/2012,08,3,56, 
04/30/2012,09,4,54,  T
04/30/2012,10,4,55,  T
04/30/2012,11,3,59,  T
04/30/2012,12,3,58,  T
04/30/2012,13,3,57,0.02
04/30/2012,14,3,57, 
04/30/2012,15,3,57, 
04/30/2012,16,3,55,  T
04/30/2012,17,3,53,  T
04/30/2012,18,1,52, 
04/30/2012,19,2,49, 
04/30/2012,20,2,49, 
04/30/2012,21,3,48, 
04/30/2012,22,3,47, 
04/30/2012,23,4,46, 
05/01/2012,00,4,45, 
05/01/2012,01,1,44, 
05/01/2012,02,3,45, 
05/01/2012,03,3,45, 
05/01/2012,04,4,45, 
05/01/2012,05,4,46, 
05/01/2012,06,4,46, 
05/01/2012,07,4,48, 
05/01/2012,08,4,49, 
05/01/2012,09,4,50, 
05/01/2012,10,3,51,  T
05/01/2012,11,3,51,  T
05/01/2012,12,3,49,0.03
05/01/2012,13,3,51,  T
05/01/2012,14,3,50,0.03
05/01/2012,15,3,49,0.06
05/01/2012,16,3,51,  T
05/01/2012,17,4,50,  T
05/01/2012,18,3,50, 
05/01/2012,19,3,49, 
05/01/2012,20,3,46, 
05/01/2012,21,3,46, 
05/01/2012,22,4,46, 
05/01/2012,23,4,46, 
05/02/2012,00,4,46, 
05/02/2012,01,4,45, 
05/02/2012,02,3,44, 
05/02/2012,03,3,42, 
05/02/2012,04,3,42, 
05/02/2012,05,3,44, 
05/02/2012,06,3,45, 
05/02/2012,07,3,47, 
05/02/2012,08,4,49, 
05/02/2012,09,3,50, 
05/02/2012,10,3,51, 
05/02/2012,11,4,52, 
05/02/2012,12,3,54, 
05/02/2012,13,4,54, 
05/02/2012,14,4,56, 
05/02/2012,15,4,56, 
05/02/2012,16,4,56, 
05/02/2012,17,4,56, 
05/02/2012,18,4,52,  T
05/02/2012,19,4,50, 
05/02/2012,20,4,50,0.01
05/02/2012,21,4,49,0.02
05/02/2012,22,4,48,0.04
05/02/2012,23,4,48,0.04
05/03/2012,00,4,48,0.07
05/03/2012,01,4,48,0.08
05/03/2012,02,4,48,0.06
05/03/2012,03,4,48,0.08
05/03/2012,04,4,48,0.06
05/03/2012,05,4,47,0.05
05/03/2012,06,4,47,0.02
05/03/2012,07,4,48,0.04
05/03/2012,08,4,49,0.06
05/03/2012,09,4,48,0.08
05/03/2012,10,4,49,0.14
05/03/2012,11,4,55,0.02
05/03/2012,12,4,57,  T
05/03/2012,13,3,59, 
05/03/2012,14,3,57, 
05/03/2012,15,3,57, 
05/03/2012,16,3,57, 
05/03/2012,17,3,56, 
05/03/2012,18,1,53, 
05/03/2012,19,3,52, 
05/03/2012,20,3,51, 
05/03/2012,21,4,50, 
05/03/2012,22,3,49, 
05/03/2012,23,4,49, 
05/04/2012,00,4,49, 
05/04/2012,01,4,48,  T
05/04/2012,02,4,47,0.01
05/04/2012,03,3,47, 
05/04/2012,04,3,47, 
05/04/2012,05,3,47,  T
05/04/2012,06,4,47,0.01
05/04/2012,07,4,47,  T
05/04/2012,08,3,49,  T
05/04/2012,09,3,46,0.05
05/04/2012,10,3,50,  T
05/04/2012,11,3,53, 
05/04/2012,12,3,48,0.04
05/04/2012,13,3,50,  T
05/04/2012,14,3,52,0.02
05/04/2012,15,4,50,  T
05/04/2012,16,3,52, 
05/04/2012,17,3,51, 
05/04/2012,18,3,50, 
05/04/2012,19,3,49, 
05/04/2012,20,1,48, 
05/04/2012,21,2,46, 
05/04/2012,22,4,44, 
05/04/2012,23,4,44, 
05/05/2012,00,4,44, 
05/05/2012,01,4,45, 
05/05/2012,02,4,44, 
05/05/2012,03,4,45,  T
05/05/2012,04,4,44,  T
05/05/2012,05,3,45, 
05/05/2012,06,3,46, 
05/05/2012,07,3,47, 
05/05/2012,08,4,49, 
05/05/2012,09,4,50, 
05/05/2012,10,4,52, 
05/05/2012,11,3,54, 
05/05/2012,12,3,55, 
05/05/2012,13,4,55, 
05/05/2012,14,3,55, 
05/05/2012,15,3,56, 
05/05/2012,16,3,56, 
05/05/2012,17,3,55, 
05/05/2012,18,3,52, 
05/05/2012,19,1,51, 
05/05/2012,20,2,50, 
05/05/2012,21,2,49, 
05/05/2012,22,2,48, 
05/05/2012,23,0,47, 
05/06/2012,00,2,46, 
05/06/2012,01,1,45, 
05/06/2012,02,1,43, 
05/06/2012,03,3,42, 
05/06/2012,04,4,43, 
05/06/2012,05,4,44, 
05/06/2012,06,4,44, 
05/06/2012,07,4,45, 
05/06/2012,08,4,48, 
05/06/2012,09,1,51, 
05/06/2012,10,1,55, 
05/06/2012,11,1,58, 
05/06/2012,12,2,62, 
05/06/2012,13,1,64, 
05/06/2012,14,1,66, 
05/06/2012,15,1,68, 
05/06/2012,16,1,68, 
05/06/2012,17,3,67, 
05/06/2012,18,1,63, 
05/06/2012,19,2,60, 
05/06/2012,20,0,60, 
05/06/2012,21,0,56, 
05/06/2012,22,0,53, 
05/06/2012,23,0,53, 
05/07/2012,00,0,50, 
05/07/2012,01,0,48, 
05/07/2012,02,0,45, 
05/07/2012,03,0,48, 
05/07/2012,04,2,45, 
05/07/2012,05,2,47, 
05/07/2012,06,2,50, 
05/07/2012,07,2,54, 
05/07/2012,08,2,58, 
05/07/2012,09,2,62, 
05/07/2012,10,2,66, 
05/07/2012,11,1,71, 
05/07/2012,12,1,74, 
05/07/2012,13,1,76, 
05/07/2012,14,1,78, 
05/07/2012,15,1,79, 
05/07/2012,16,3,79, 
05/07/2012,17,3,78, 
05/07/2012,18,1,73, 
05/07/2012,19,1,72, 
05/07/2012,20,1,68, 
05/07/2012,21,2,65, 
05/07/2012,22,2,62, 
05/07/2012,23,1,61, 
05/08/2012,00,3,58, 
05/08/2012,01,3,55, 
05/08/2012,02,3,54, 
05/08/2012,03,1,53, 
05/08/2012,04,3,52, 
05/08/2012,05,1,52, 
05/08/2012,06,1,55, 
05/08/2012,07,3,56, 
05/08/2012,08,3,59, 
05/08/2012,09,3,62, 
05/08/2012,10,1,65, 
05/08/2012,11,3,67, 
05/08/2012,12,3,69, 
05/08/2012,13,3,71, 
05/08/2012,14,3,71, 
05/08/2012,15,3,72, 
05/08/2012,16,1,69, 
05/08/2012,17,1,66, 
05/08/2012,18,1,60, 
05/08/2012,19,3,57, 
05/08/2012,20,4,55, 
05/08/2012,21,4,52, 
05/08/2012,22,4,51, 
05/08/2012,23,4,50, 
05/09/2012,00,4,49, 
05/09/2012,01,3,48, 
05/09/2012,02,2,46, 
05/09/2012,03,2,45, 
05/09/2012,04,1,45, 
05/09/2012,05,1,47, 
05/09/2012,06,2,49, 
