csv_date,hour,sky_condition,temp,precipitation
01/04/2013,20,3,36, 
01/04/2013,21,1,35, 
01/04/2013,22,3,35, 
01/04/2013,23,4,36, 
01/05/2013,00,4,36, 
01/05/2013,01,4,36, 
01/05/2013,02,4,36, 
01/05/2013,03,3,36, 
01/05/2013,04,4,36, 
01/05/2013,05,4,36, 
01/05/2013,06,4,36, 
01/05/2013,07,4,36,  T
01/05/2013,08,4,37,  T
01/05/2013,09,4,37,  T
01/05/2013,10,4,36,  T
01/05/2013,11,4,37,  T
01/05/2013,12,4,37, 
01/05/2013,13,4,37, 
01/05/2013,14,4,37, 
01/05/2013,15,4,37, 
01/05/2013,16,4,36, 
01/05/2013,17,4,36, 
01/05/2013,18,4,35, 
01/05/2013,19,4,35, 
01/05/2013,20,4,36, 
01/05/2013,21,4,36,  T
01/05/2013,22,4,36,0.01
01/05/2013,23,4,35,0.01
01/06/2013,00,4,36,  T
01/06/2013,01,4,35,0.01
01/06/2013,02,4,35,  T
01/06/2013,03,4,35,  T
01/06/2013,04,4,35,  T
01/06/2013,05,4,35,  T
01/06/2013,06,4,35,  T
01/06/2013,07,4,36,  T
01/06/2013,08,4,36, 
01/06/2013,09,4,36, 
01/06/2013,10,4,37,  T
01/06/2013,11,4,38,  T
01/06/2013,12,4,38,  T
01/06/2013,13,4,39,  T
01/06/2013,14,4,39, 
01/06/2013,15,4,39, 
01/06/2013,16,4,39, 
01/06/2013,17,4,38, 
01/06/2013,18,4,38, 
01/06/2013,19,4,38,0.01
01/06/2013,20,4,38,0.04
01/06/2013,21,4,40,0.05
01/06/2013,22,4,39,0.04
01/06/2013,23,4,39,0.04
01/07/2013,00,4,39,0.04
01/07/2013,01,4,41,0.01
01/07/2013,02,4,41,  T
01/07/2013,03,4,44,  T
01/07/2013,04,4,47,  T
01/07/2013,05,4,48,  T
01/07/2013,06,4,48,0.02
01/07/2013,07,4,48,  T
01/07/2013,08,4,49, 
01/07/2013,09,4,50, 
01/07/2013,10,4,50,  T
01/07/2013,11,4,50,  T
01/07/2013,12,4,51,  T
01/07/2013,13,4,52, 
01/07/2013,14,4,53, 
01/07/2013,15,4,53, 
01/07/2013,16,3,52, 
01/07/2013,17,4,51, 
01/07/2013,18,4,50, 
01/07/2013,19,4,49, 
01/07/2013,20,4,48, 
01/07/2013,21,4,47, 
01/07/2013,22,4,47, 
01/07/2013,23,4,47, 
01/08/2013,00,4,45, 
01/08/2013,01,4,47, 
01/08/2013,02,4,47, 
01/08/2013,03,4,45,  T
01/08/2013,04,4,45,0.03
01/08/2013,05,4,45,0.03
01/08/2013,06,4,46,0.03
01/08/2013,07,4,50,0.02
01/08/2013,08,4,50,0.03
01/08/2013,09,4,51,  T
01/08/2013,10,4,52,  T
01/08/2013,11,4,53,  T
01/08/2013,12,4,53,  T
01/08/2013,13,4,54, 
01/08/2013,14,3,55, 
01/08/2013,15,4,55, 
01/08/2013,16,4,55, 
01/08/2013,17,4,54, 
01/08/2013,18,4,54, 
01/08/2013,19,4,54, 
01/08/2013,20,4,54, 
01/08/2013,21,4,53, 
01/08/2013,22,4,53, 
01/08/2013,23,3,52, 
01/09/2013,00,4,51, 
01/09/2013,01,4,52, 
01/09/2013,02,4,51, 
01/09/2013,03,4,50, 
01/09/2013,04,4,51, 
01/09/2013,05,4,51, 
01/09/2013,06,4,50,0.01
01/09/2013,07,4,43,0.02
01/09/2013,08,4,42,0.05
01/09/2013,09,4,42,0.06
01/09/2013,10,4,43,0.01
01/09/2013,11,4,43,0.03
01/09/2013,12,4,43,0.02
01/09/2013,13,4,43,  T
01/09/2013,14,4,43,  T
01/09/2013,15,3,43,0.01
01/09/2013,16,1,41, 
01/09/2013,17,1,40, 
01/09/2013,18,3,40,  T
01/09/2013,19,1,39, 
01/09/2013,20,1,38, 
01/09/2013,21,3,37, 
01/09/2013,22,4,37, 
01/09/2013,23,3,36,0.01
01/10/2013,00,3,36, 
01/10/2013,01,3,35,  T
01/10/2013,02,4,36, 
01/10/2013,03,4,36, 
01/10/2013,04,4,36, 
01/10/2013,05,4,37, 
01/10/2013,06,4,37,0.01
01/10/2013,07,4,36,0.05
01/10/2013,08,4,35,0.02
01/10/2013,09,4,36,  T
01/10/2013,10,4,38,  T
01/10/2013,11,4,38, 
01/10/2013,12,4,38, 
01/10/2013,13,4,39, 
01/10/2013,14,4,39, 
01/10/2013,15,4,39, 
01/10/2013,16,4,39, 
01/10/2013,17,3,37,  T
01/10/2013,18,3,37, 
01/10/2013,19,4,38,0.01
01/10/2013,20,1,35,0.06
01/10/2013,21,3,35, 
01/10/2013,22,3,35,0.01
01/10/2013,23,3,35, 
01/11/2013,00,3,34, 
01/11/2013,01,3,33, 
01/11/2013,02,1,34, 
01/11/2013,03,4,35, 
01/11/2013,04,3,32, 
01/11/2013,05,3,32, 
01/11/2013,06,4,32, 
01/11/2013,07,4,31, 
01/11/2013,08,4,32, 
01/11/2013,09,4,34, 
01/11/2013,10,3,34, 
01/11/2013,11,1,37, 
01/11/2013,12,2,38, 
01/11/2013,13,2,39, 
01/11/2013,14,1,39, 
01/11/2013,15,1,39, 
01/11/2013,16,1,37, 
01/11/2013,17,2,35, 
01/11/2013,18,2,31, 
01/11/2013,19,1,30, 
01/11/2013,20,3,31, 
01/11/2013,21,3,30, 
01/11/2013,22,4,29, 
01/11/2013,23,4,30, 
01/12/2013,00,1,29, 
01/12/2013,01,3,28, 
01/12/2013,02,4,28, 
01/12/2013,03,4,28, 
01/12/2013,04,4,27, 
01/12/2013,05,4,30, 
01/12/2013,06,4,30, 
01/12/2013,07,4,30, 
01/12/2013,08,4,30, 
01/12/2013,09,4,31, 
01/12/2013,10,3,32, 
01/12/2013,11,4,33, 
01/12/2013,12,3,33, 
01/12/2013,13,1,33, 
01/12/2013,14,1,33, 
01/12/2013,15,1,32, 
01/12/2013,16,1,31, 
01/12/2013,17,1,30, 
01/12/2013,18,2,29, 
01/12/2013,19,2,28, 
01/12/2013,20,2,27, 
01/12/2013,21,4,30, 
01/12/2013,22,3,29, 
01/12/2013,23,4,29, 
01/13/2013,00,4,30, 
01/13/2013,01,4,30, 
01/13/2013,02,4,30, 
01/13/2013,03,4,30, 
01/13/2013,04,4,28, 
01/13/2013,05,4,28, 
01/13/2013,06,4,28,  T
01/13/2013,07,3,28,  T
01/13/2013,08,3,29, 
01/13/2013,09,3,29, 
01/13/2013,10,3,31, 
01/13/2013,11,3,32, 
01/13/2013,12,1,34, 
01/13/2013,13,1,33, 
01/13/2013,14,3,33, 
01/13/2013,15,3,32, 
01/13/2013,16,3,31, 
01/13/2013,17,1,30, 
01/13/2013,18,3,30, 
01/13/2013,19,1,28, 
01/13/2013,20,3,30, 
01/13/2013,21,2,27, 
01/13/2013,22,4,29, 
01/13/2013,23,4,29, 
01/14/2013,00,4,29, 
01/14/2013,01,4,30, 
01/14/2013,02,4,30, 
01/14/2013,03,4,30, 
01/14/2013,04,4,31, 
01/14/2013,05,4,31, 
01/14/2013,06,4,31, 
01/14/2013,07,4,30,  T
01/14/2013,08,4,30,  T
01/14/2013,09,4,30,  T
01/14/2013,10,4,31,  T
01/14/2013,11,4,32, 
01/14/2013,12,4,32,  T
01/14/2013,13,4,32,  T
01/14/2013,14,4,32,0.01
01/14/2013,15,4,33,  T
01/14/2013,16,4,32,  T
01/14/2013,17,4,32,  T
01/14/2013,18,4,32,  T
01/14/2013,19,4,32,0.01
01/14/2013,20,4,33,0.01
01/14/2013,21,4,33,  T
01/14/2013,22,4,34,  T
01/14/2013,23,4,34,  T
01/15/2013,00,4,34,  T
01/15/2013,01,4,34,  T
01/15/2013,02,4,34,  T
01/15/2013,03,4,34,  T
01/15/2013,04,4,35,0.01
01/15/2013,05,4,35,  T
01/15/2013,06,4,34,  T
01/15/2013,07,4,35,  T
01/15/2013,08,4,35, 
01/15/2013,09,4,36, 
01/15/2013,10,4,36, 
01/15/2013,11,4,37, 
01/15/2013,12,4,36, 
01/15/2013,13,4,37, 
01/15/2013,14,4,37, 
01/15/2013,15,4,38, 
01/15/2013,16,4,37, 
01/15/2013,17,4,36, 
01/15/2013,18,4,36, 
01/15/2013,19,4,36, 
01/15/2013,20,4,36, 
01/15/2013,21,4,37, 
01/15/2013,22,4,36,  T
01/15/2013,23,4,36, 
01/16/2013,00,4,36, 
01/16/2013,01,4,36, 
01/16/2013,02,4,36, 
01/16/2013,03,4,35, 
01/16/2013,04,4,35, 
01/16/2013,05,4,35, 
01/16/2013,06,4,35, 
01/16/2013,07,4,35, 
01/16/2013,08,4,35, 
01/16/2013,09,4,35, 
01/16/2013,10,4,35, 
01/16/2013,11,4,36, 
01/16/2013,12,4,36, 
01/16/2013,13,4,36, 
01/16/2013,14,4,36, 
01/16/2013,15,4,36, 
01/16/2013,16,4,36, 
01/16/2013,17,4,35, 
01/16/2013,18,4,35, 
01/16/2013,19,4,36, 
01/16/2013,20,4,35, 
01/16/2013,21,4,36, 
01/16/2013,22,4,34, 
01/16/2013,23,4,34, 
01/17/2013,00,4,34, 
01/17/2013,01,4,34, 
01/17/2013,02,4,34, 
01/17/2013,03,4,34, 
01/17/2013,04,4,34, 
01/17/2013,05,4,33, 
01/17/2013,06,3,33, 
01/17/2013,07,3,32, 
01/17/2013,08,2,34, 
01/17/2013,09,1,35, 
01/17/2013,10,2,37, 
01/17/2013,11,1,39, 
01/17/2013,12,2,41, 
01/17/2013,13,1,43, 
01/17/2013,14,1,43, 
01/17/2013,15,1,42, 
01/17/2013,16,1,38, 
01/17/2013,17,1,36, 
01/17/2013,18,2,35, 
01/17/2013,19,0,33, 
01/17/2013,20,2,34, 
01/17/2013,21,2,32, 
01/17/2013,22,2,32, 
01/17/2013,23,2,31, 
01/18/2013,00,0,29, 
01/18/2013,01,0,28, 
01/18/2013,02,0,28, 
01/18/2013,03,0,28, 
01/18/2013,04,0,29, 
01/18/2013,05,0,27, 
01/18/2013,06,1,28, 
01/18/2013,07,3,28, 
01/18/2013,08,3,29, 
01/18/2013,09,3,31, 
01/18/2013,10,1,36, 
01/18/2013,11,2,38, 
01/18/2013,12,0,42, 
01/18/2013,13,1,43, 
01/18/2013,14,1,45, 
01/18/2013,15,1,45, 
01/18/2013,16,1,43, 
01/18/2013,17,1,38, 
01/18/2013,18,1,36, 
01/18/2013,19,2,32, 
01/18/2013,20,2,31, 
01/18/2013,21,0,29, 
01/18/2013,22,0,28, 
01/18/2013,23,0,28, 
01/19/2013,00,0,28, 
01/19/2013,01,2,25, 
01/19/2013,02,3,26, 
01/19/2013,03,4,28, 
01/19/2013,04,4,28, 
01/19/2013,05,4,27, 
01/19/2013,06,4,27, 
01/19/2013,07,4,28, 
01/19/2013,08,4,28, 
01/19/2013,09,4,29, 
01/19/2013,10,4,31, 
01/19/2013,11,4,31, 
01/19/2013,12,4,32, 
01/19/2013,13,2,34, 
01/19/2013,14,1,37, 
01/19/2013,15,4,34, 
01/19/2013,16,4,32, 
01/19/2013,17,4,32, 
01/19/2013,18,4,31, 
01/19/2013,19,4,31, 
01/19/2013,20,4,30, 
01/19/2013,21,4,29, 
01/19/2013,22,4,29, 
01/19/2013,23,4,29, 
01/20/2013,00,4,29, 
01/20/2013,01,4,28, 
01/20/2013,02,4,28, 
01/20/2013,03,4,28, 
01/20/2013,04,4,28, 
01/20/2013,05,4,28, 
01/20/2013,06,4,27, 
01/20/2013,07,4,27, 
01/20/2013,08,4,27, 
01/20/2013,09,4,28, 
01/20/2013,10,4,29, 
01/20/2013,11,1,31, 
01/20/2013,12,2,33, 
01/20/2013,13,2,38, 
01/20/2013,14,2,41, 
01/20/2013,15,2,41, 
01/20/2013,16,2,36, 
01/20/2013,17,2,36, 
01/20/2013,18,2,32, 
01/20/2013,19,0,33, 
01/20/2013,20,0,32, 
01/20/2013,21,0,30, 
01/20/2013,22,0,29, 
01/20/2013,23,0,28, 
01/21/2013,00,0,29, 
01/21/2013,01,0,27, 
01/21/2013,02,0,28, 
01/21/2013,03,0,26, 
01/21/2013,04,0,25, 
01/21/2013,05,0,26, 
01/21/2013,06,0,23, 
01/21/2013,07,0,28, 
01/21/2013,08,0,29, 
01/21/2013,09,0,34, 
01/21/2013,10,0,36, 
01/21/2013,11,0,39, 
01/21/2013,12,0,41, 
01/21/2013,13,0,41, 
01/21/2013,14,2,40, 
01/21/2013,15,2,38, 
01/21/2013,16,2,36, 
01/21/2013,17,2,34, 
01/21/2013,18,2,32, 
01/21/2013,19,2,32, 
01/21/2013,20,2,32, 
01/21/2013,21,2,32, 
01/21/2013,22,2,29, 
01/21/2013,23,0,28, 
01/22/2013,00,0,31, 
01/22/2013,01,1,27, 
01/22/2013,02,3,26, 
01/22/2013,03,1,25, 
01/22/2013,04,1,26, 
01/22/2013,05,1,28, 
01/22/2013,06,1,28, 
01/22/2013,07,1,25, 
01/22/2013,08,1,31, 
01/22/2013,09,3,34, 
01/22/2013,10,3,36, 
01/22/2013,11,3,38, 
01/22/2013,12,3,39, 
01/22/2013,13,3,41, 
01/22/2013,14,3,40, 
01/22/2013,15,1,39, 
01/22/2013,16,3,36, 
01/22/2013,17,3,35, 
01/22/2013,18,1,34, 
01/22/2013,19,1,34, 
01/22/2013,20,3,33, 
01/22/2013,21,3,34, 
01/22/2013,22,3,35, 
01/22/2013,23,4,35, 
01/23/2013,00,4,34, 
01/23/2013,01,4,34, 
01/23/2013,02,4,34, 
01/23/2013,03,4,34, 
01/23/2013,04,4,34, 
01/23/2013,05,4,35, 
01/23/2013,06,4,34, 
01/23/2013,07,4,34, 
01/23/2013,08,4,34, 
01/23/2013,09,4,35, 
01/23/2013,10,4,36, 
01/23/2013,11,4,35,  T
01/23/2013,12,4,34,0.02
01/23/2013,13,4,34,0.04
01/23/2013,14,4,34,0.03
01/23/2013,15,4,33,0.08
01/23/2013,16,4,34, 
01/23/2013,17,4,33,  T
01/23/2013,18,4,33,  T
01/23/2013,19,4,34, 
01/23/2013,20,4,34, 
01/23/2013,21,4,34, 
01/23/2013,22,4,34, 
01/23/2013,23,4,34, 
01/24/2013,00,4,34,  T
01/24/2013,01,4,34,  T
01/24/2013,02,4,35,  T
01/24/2013,03,4,34,  T
01/24/2013,04,4,34,  T
01/24/2013,05,4,35,  T
01/24/2013,06,4,35, 
01/24/2013,07,4,35, 
01/24/2013,08,4,35, 
01/24/2013,09,4,35, 
01/24/2013,10,3,36, 
01/24/2013,11,3,39, 
01/24/2013,12,4,40, 
01/24/2013,13,4,42, 
01/24/2013,14,4,43, 
01/24/2013,15,4,44, 
01/24/2013,16,4,43, 
01/24/2013,17,4,42,  T
01/24/2013,18,4,42,0.12
01/24/2013,19,4,41,0.03
01/24/2013,20,4,41,0.05
01/24/2013,21,4,40,0.04
01/24/2013,22,4,40,0.01
01/24/2013,23,4,40,0.01
01/25/2013,00,4,40,0.02
01/25/2013,01,4,40,0.04
01/25/2013,02,4,39,  T
01/25/2013,03,4,39,0.03
01/25/2013,04,4,39,0.05
01/25/2013,05,4,39,0.02
01/25/2013,06,4,39,  T
01/25/2013,07,4,40,  T
01/25/2013,08,4,40,0.02
01/25/2013,09,4,40,0.03
01/25/2013,10,4,40,0.03
01/25/2013,11,4,41,  T
01/25/2013,12,4,42,  T
01/25/2013,13,4,43, 
01/25/2013,14,3,46, 
01/25/2013,15,1,44, 
01/25/2013,16,3,43, 
01/25/2013,17,3,40, 
01/25/2013,18,1,38, 
01/25/2013,19,4,37, 
01/25/2013,20,4,39, 
01/25/2013,21,4,40, 
01/25/2013,22,4,40, 
01/25/2013,23,4,40, 
01/26/2013,00,4,40, 
01/26/2013,01,3,38, 
01/26/2013,02,4,39,0.01
01/26/2013,03,4,39,0.01
01/26/2013,04,3,40,  T
01/26/2013,05,3,43, 
01/26/2013,06,3,42, 
01/26/2013,07,3,43, 
01/26/2013,08,4,43, 
01/26/2013,09,4,44,  T
01/26/2013,10,4,44,0.01
01/26/2013,11,4,44,  T
01/26/2013,12,4,45, 
01/26/2013,13,3,46,  T
01/26/2013,14,3,46,  T
01/26/2013,15,3,45,  T
01/26/2013,16,3,44, 
01/26/2013,17,3,43, 
01/26/2013,18,3,43, 
01/26/2013,19,3,41, 
01/26/2013,20,4,41, 
01/26/2013,21,4,41, 
01/26/2013,22,4,41, 
01/26/2013,23,4,41, 
01/27/2013,00,4,41,  T
01/27/2013,01,4,40,  T
01/27/2013,02,4,40,  T
01/27/2013,03,3,40,  T
01/27/2013,04,3,38, 
01/27/2013,05,4,39, 
01/27/2013,06,3,39, 
01/27/2013,07,4,39, 
01/27/2013,08,4,40, 
01/27/2013,09,4,41, 
01/27/2013,10,4,43, 
01/27/2013,11,4,43,  T
01/27/2013,12,4,42,0.02
01/27/2013,13,4,43,0.01
01/27/2013,14,4,43,0.01
01/27/2013,15,4,42,0.01
01/27/2013,16,4,42,0.01
01/27/2013,17,4,42,  T
01/27/2013,18,4,42,0.01
01/27/2013,19,4,42,0.04
01/27/2013,20,4,41,0.03
01/27/2013,21,4,41,0.01
01/27/2013,22,4,41,  T
01/27/2013,23,4,41,  T
01/28/2013,00,4,41, 
01/28/2013,01,4,40, 
01/28/2013,02,4,41, 
01/28/2013,03,4,41,  T
01/28/2013,04,4,41,0.01
01/28/2013,05,4,41,0.04
01/28/2013,06,4,41,0.06
01/28/2013,07,4,41,0.06
01/28/2013,08,4,41,0.05
01/28/2013,09,4,42,0.04
01/28/2013,10,4,43,0.04
01/28/2013,11,4,43,0.04
01/28/2013,12,4,44,0.02
01/28/2013,13,4,44,0.03
01/28/2013,14,4,44,0.02
01/28/2013,15,4,44,0.06
01/28/2013,16,4,44,0.05
01/28/2013,17,4,44,0.06
01/28/2013,18,4,45,0.06
01/28/2013,19,4,44,0.08
01/28/2013,20,4,44,0.08
01/28/2013,21,4,44,0.08
01/28/2013,22,4,43,0.07
01/28/2013,23,4,43,0.05
01/29/2013,00,4,44,0.01
01/29/2013,01,4,44,0.03
01/29/2013,02,4,44,0.04
01/29/2013,03,4,44,0.05
01/29/2013,04,4,44,0.05
01/29/2013,05,4,44,0.06
01/29/2013,06,4,44,0.06
01/29/2013,07,4,45,0.04
01/29/2013,08,4,45,0.06
01/29/2013,09,4,46,0.03
01/29/2013,10,4,46,0.02
01/29/2013,11,4,47, 
01/29/2013,12,4,47, 
01/29/2013,13,4,48,  T
01/29/2013,14,4,48,  T
01/29/2013,15,4,47,0.01
01/29/2013,16,4,47,0.01
01/29/2013,17,4,47,  T
01/29/2013,18,3,47, 
01/29/2013,19,3,47, 
01/29/2013,20,3,46, 
01/29/2013,21,4,46, 
01/29/2013,22,4,46,  T
01/29/2013,23,4,45,  T
01/30/2013,00,4,45, 
01/30/2013,01,4,45,0.01
01/30/2013,02,4,45,  T
01/30/2013,03,4,45,0.03
01/30/2013,04,4,45,0.05
01/30/2013,05,4,45,0.03
01/30/2013,06,4,45,0.04
01/30/2013,07,4,45,0.01
01/30/2013,08,4,45,0.03
01/30/2013,09,4,46,0.04
01/30/2013,10,4,47,0.01
01/30/2013,11,4,48,  T
01/30/2013,12,4,48,  T
01/30/2013,13,4,49,0.01
01/30/2013,14,4,50, 
01/30/2013,15,4,50, 
01/30/2013,16,4,50, 
01/30/2013,17,4,50, 
01/30/2013,18,4,50, 
01/30/2013,19,4,49, 
01/30/2013,20,4,49, 
01/30/2013,21,4,49, 
01/30/2013,22,4,49,  T
01/30/2013,23,4,47,0.01
01/31/2013,00,4,47, 
01/31/2013,01,4,47, 
01/31/2013,02,4,45, 
01/31/2013,03,3,44, 
01/31/2013,04,4,44, 
01/31/2013,05,4,44, 
01/31/2013,06,4,43, 
01/31/2013,07,4,43, 
01/31/2013,08,4,44, 
01/31/2013,09,4,46, 
01/31/2013,10,4,47, 
01/31/2013,11,4,49, 
01/31/2013,12,4,49,  T
01/31/2013,13,4,51, 
01/31/2013,14,3,51, 
01/31/2013,15,4,52, 
01/31/2013,16,4,51, 
01/31/2013,17,4,50, 
01/31/2013,18,4,47, 
01/31/2013,19,4,48,  T
01/31/2013,20,4,48, 
01/31/2013,21,4,48, 
01/31/2013,22,3,46, 
01/31/2013,23,4,46, 
02/01/2012,00,4,45, 
02/01/2012,01,4,44,  T
02/01/2012,02,4,44,  T
02/01/2012,03,4,44,  T
02/01/2012,04,4,46,0.01
02/01/2012,05,4,47, 
02/01/2012,06,4,47,  T
02/01/2012,07,4,47, 
02/01/2012,08,1,47, 
02/01/2012,09,1,49, 
02/01/2012,10,3,50, 
02/01/2012,11,3,48,  T
02/01/2012,12,3,50,  T
02/01/2012,13,3,51,  T
02/01/2012,14,3,50, 
02/01/2012,15,3,49,  T
02/01/2012,16,3,47, 
02/01/2012,17,3,46, 
02/01/2012,18,3,46, 
02/01/2012,19,1,41, 
02/01/2012,20,2,41, 
02/01/2012,21,1,38, 
02/01/2012,22,3,38, 
02/01/2012,23,3,38, 
02/02/2012,00,4,37, 
02/02/2012,01,4,38, 
02/02/2012,02,3,38, 
02/02/2012,03,3,37, 
02/02/2012,04,3,37, 
02/02/2012,05,2,36, 
02/02/2012,06,1,36, 
02/02/2012,07,4,36, 
02/02/2012,08,1,37, 
02/02/2012,09,3,38, 
02/02/2012,10,1,42, 
02/02/2012,11,1,47, 
02/02/2012,12,0,48, 
02/02/2012,13,2,51, 
02/02/2012,14,2,52, 
02/02/2012,15,1,53, 
02/02/2012,16,1,50, 
02/02/2012,17,2,49, 
02/02/2012,18,0,48, 
02/02/2012,19,0,47, 
02/02/2012,20,0,49, 
02/02/2012,21,0,48, 
02/02/2012,22,0,48, 
02/02/2012,23,0,47, 
02/03/2012,00,0,46, 
02/03/2012,01,0,42, 
02/03/2012,02,0,42, 
02/03/2012,03,0,42, 
02/03/2012,04,0,42, 
02/03/2012,05,0,42, 
02/03/2012,06,0,44, 
02/03/2012,07,1,43, 
02/03/2012,08,2,44, 
02/03/2012,09,2,47, 
02/03/2012,10,2,49, 
02/03/2012,11,2,51, 
02/03/2012,12,1,52, 
02/03/2012,13,1,52, 
02/03/2012,14,2,52, 
02/03/2012,15,2,51, 
02/03/2012,16,2,50, 
02/03/2012,17,2,48, 
02/03/2012,18,2,47, 
02/03/2012,19,2,46, 
02/03/2012,20,2,45, 
02/03/2012,21,2,46, 
02/03/2012,22,3,45, 
02/03/2012,23,3,43, 
02/04/2012,00,1,43, 
02/04/2012,01,1,44, 
02/04/2012,02,2,43, 
02/04/2012,03,2,43, 
02/04/2012,04,2,41, 
02/04/2012,05,3,41, 
02/04/2012,06,3,41, 
02/04/2012,07,3,41, 
02/04/2012,08,1,42, 
02/04/2012,09,1,45, 
02/04/2012,10,1,47, 
02/04/2012,11,1,49, 
02/04/2012,12,1,51, 
02/04/2012,13,1,52, 
02/04/2012,14,3,53, 
02/04/2012,15,1,51, 
02/04/2012,16,1,48, 
02/04/2012,17,2,46, 
02/04/2012,18,2,44, 
02/04/2012,19,2,44, 
02/04/2012,20,0,41, 
02/04/2012,21,0,39, 
02/04/2012,22,0,41, 
02/04/2012,23,0,38, 
02/05/2012,00,0,39, 
02/05/2012,01,0,34, 
02/05/2012,02,2,33, 
02/05/2012,03,1,36, 
02/05/2012,04,3,33, 
02/05/2012,05,1,33, 
02/05/2012,06,1,32, 
02/05/2012,07,1,32, 
02/05/2012,08,3,38, 
02/05/2012,09,3,44, 
02/05/2012,10,3,48, 
02/05/2012,11,3,50, 
02/05/2012,12,1,52, 
02/05/2012,13,1,52, 
02/05/2012,14,1,53, 
02/05/2012,15,3,53, 
02/05/2012,16,3,51, 
02/05/2012,17,1,48, 
02/05/2012,18,1,45, 
02/05/2012,19,1,43, 
02/05/2012,20,2,43, 
02/05/2012,21,2,43, 
02/05/2012,22,2,40, 
02/05/2012,23,0,42, 
02/06/2012,00,0,38, 
02/06/2012,01,0,36, 
02/06/2012,02,0,37, 
02/06/2012,03,2,41, 
02/06/2012,04,2,41, 
02/06/2012,05,1,41, 
02/06/2012,06,1,40, 
02/06/2012,07,2,40, 
02/06/2012,08,0,43, 
02/06/2012,09,2,45, 
02/06/2012,10,2,49, 
02/06/2012,11,0,51, 
02/06/2012,12,0,52, 
02/06/2012,13,0,54, 
02/06/2012,14,2,54, 
02/06/2012,15,2,52, 
02/06/2012,16,2,49, 
02/06/2012,17,2,45, 
02/06/2012,18,2,44, 
02/06/2012,19,2,43, 
02/06/2012,20,0,44, 
02/06/2012,21,0,43, 
02/06/2012,22,0,43, 
02/06/2012,23,0,43, 
02/07/2012,00,0,43, 
02/07/2012,01,0,44, 
02/07/2012,02,0,43, 
02/07/2012,03,0,42, 
02/07/2012,04,2,41, 
02/07/2012,05,1,41, 
02/07/2012,06,1,40, 
02/07/2012,07,1,40, 
02/07/2012,08,3,42, 
02/07/2012,09,3,44, 
02/07/2012,10,3,46, 
02/07/2012,11,3,46, 
02/07/2012,12,4,46, 
02/07/2012,13,4,47, 
02/07/2012,14,4,47, 
02/07/2012,15,4,48, 
02/07/2012,16,4,46,  T
02/07/2012,17,4,45, 
02/07/2012,18,4,45, 
02/07/2012,19,4,45, 
